40,54
41,53
42,52
43,44
43,45
43,51
44,44
44,50
45,29
45,30
45,31
45,32
45,33
45,34
45,43
45,44
45,49
45,50
46,28
46,29
46,34
46,35
46,36
46,37
46,38
46,39
46,40
46,41
46,42
46,43
46,44
46,45
46,46
46,47
46,48
46,49
46,50
46,51
47,28
47,39
47,40
47,41
47,42
47,43
47,48
47,51
47,52
48,28
48,38
48,39
48,42
48,48
48,53
49,29
49,35
49,36
49,37
49,38
49,41
49,47
49,48
49,54
50,29
50,30
50,31
50,32
50,33
50,34
50,35
50,41
50,47
50,54
51,40
51,41
51,46
51,47
51,53
51,54
52,40
52,45
52,46
52,53
53,41
53,45
53,52
54,41
54,43
54,44
54,50
54,51
54,52
55,42
55,43
55,49
55,50
56,48
56,49
