34,59
34,60
34,61
35,58
35,59
35,62
36,41
36,58
36,62
36,63
37,39
37,40
37,57
37,63
38,37
38,38
38,46
38,47
38,48
38,57
38,62
38,63
39,36
39,37
39,45
39,48
39,56
39,61
39,62
40,36
40,44
40,48
40,56
40,60
41,36
41,44
41,47
41,48
41,55
41,58
41,59
41,60
42,35
42,44
42,46
42,47
42,54
42,55
42,56
42,57
42,58
43,35
43,44
43,45
43,46
43,53
43,54
43,55
44,35
44,43
44,44
44,45
44,50
44,51
44,52
44,53
45,36
45,37
45,38
45,39
45,40
45,41
45,42
45,45
45,46
45,47
45,48
45,49
45,53
46,52
46,53
47,52
48,51
49,51
50,50
51,50
52,49
53,47
53,48
