34,51
34,52
35,50
35,51
35,53
36,50
36,51
36,52
36,53
37,51
37,52
38,50
38,51
38,52
39,48
39,49
39,52
40,45
40,46
40,47
40,48
40,52
40,53
41,39
41,40
41,41
41,42
41,43
41,44
41,45
41,53
42,35
42,36
42,37
42,38
42,39
42,40
42,43
42,44
42,53
43,39
43,40
43,45
43,53
44,41
44,42
44,45
44,46
44,52
44,53
45,43
45,44
45,45
45,46
45,50
45,51
45,52
46,46
46,47
46,48
46,49
46,50
47,45
47,46
48,42
48,43
48,44
48,46
48,47
49,42
49,46
49,47
50,42
50,44
50,45
50,46
50,47
51,43
51,44
51,47
52,47
53,41
53,42
53,46
53,47
54,42
54,43
54,44
54,45
54,46
55,42
56,42
57,42
57,43
57,44
57,45
57,46
58,41
58,42
58,46
59,46
60,43
60,44
60,45
60,46
60,47
61,42
61,46
61,47
62,42
62,43
62,44
62,45
62,47
63,47
64,46
64,47
65,35
65,36
65,37
65,38
65,39
65,40
65,41
65,42
65,43
65,44
65,45
65,46
66,35
66,36
66,43
66,44
66,45
66,46
66,47
66,48
66,49
66,50
66,51
66,52
67,37
67,38
67,39
67,40
67,41
67,42
67,43
67,44
67,45
67,46
68,42
68,46
68,47
69,42
69,43
69,45
69,46
69,47
69,48
70,43
70,44
70,45
70,48
71,49
72,49
73,49
74,49
75,49
